0,1,2,3,4,5,6,7,8,9
"Direction des Systèmes d'Information, des Statistiques et de la Prospective",,,,,,,,,SERIE B 2016
XIV-CULTURES FRUITIERES A NOYAUX ET / OU A PEPINS (1/7),,,,,,,,,
,,Abricots,,,,,Amandes,,
WILAYA,Superficie (ha),,Production,Rdt,Superficie (ha),,Production (Qx),,Rdt
,Complantée,En rapport,(Qx),qx/ha,Complantée,En rapport,Fraîche,Sèche,qx/ha
1 ADRAR,0,0,0,"0,0",0,0,0,0,"0,0"
2 CHLEF,299,292,26 505,"90,9",963,935,5 335,31 785,"39,7"
3 LAGHOUAT,1 290,1 290,73 560,"57,0",156,126,4 410,0,"35,0"
4 O.E.BOUAGHI,165,153,1 801,"11,8",107,88,667,0,"7,6"
5 BATNA,4 397,4 316,290 035,"67,2",237,150,2 065,2 470,"30,1"
6 BEJAIA,477,466,18 494,"39,7",467,465,1 518,3 785,"11,4"
7 BISKRA,1 857,1 587,64 409,"40,6",7,5,3,288,"0,6"
8 BECHAR,212,179,16 110,"90,0",7,3,0,51,"0,0"
9 BLIDA,926,910,131 989,"145,0",126,124,2 010,4 788,"54,8"
10 BOUIRA,417,346,7 484,"21,6",1 556,1 303,6 760,3 884,"8,2"
11 TAMANRASSET,153,102,8 821,"86,2",0,0,0,0,"0,0"
12 TEBESSA,1 028,965,22 000,"22,8",461,440,10 560,0,"24,0"
13 TLEMCEN,1 432,1 045,104 500,"100,0",9 546,8 562,0,102 744,"12,0"
14 TIARET,2 487,795,19 875,"25,0",3 092,805,0,24 200,"30,1"
15 TIZI-OUZOU,294,251,19 587,"78,1",212,200,938,1 492,"12,1"
16 ALGER,606,532,37 905,"71,2",26,19,305,0,"15,8"
17 DJELFA,2 165,2 136,159 780,"74,8",256,216,15 120,0,"70,0"
18 JIJEL,162,157,8 906,"56,7",186,129,2 501,351,"22,1"
19 SETIF,818,812,30 051,"37,0",3 721,2 153,534,21 142,"10,1"
20 SAIDA,124,124,3 495,"28,2",673,473,0,5 056,"10,7"
21 SKIKDA,702,663,78 630,"118,7",278,256,9 494,976,"40,9"
22 S.B.ABBES,212,185,11 484,"62,1",3 039,2 607,28 763,0,"11,0"
23 ANNABA,62,51,5 866,"116,2",4,4,78,0,"19,5"
24 GUELMA,134,123,11 644,"94,9",843,763,6 660,15 852,"29,5"
25 CONSTANTINE,174,173,6 597,"38,1",146,144,0,1 763,"12,2"
26 MEDEA,1 449,1 101,31 169,"28,3",6 027,4 799,0,91 992,"19,2"
27 MOSTAGANEM,1 823,1 606,125 516,"78,2",513,368,8 307,0,"22,6"
28 M'SILA,8 660,7 460,671 400,"90,0",0,0,0,0,"0,0"
29 MASCARA,341,325,15 355,"47,3",1 914,1 785,11 785,16 209,"15,7"
30 OUARGLA,115,103,4 690,"45,3",4,4,0,70,"18,4"
31 ORAN,618,427,9 583,"22,4",611,283,1 050,1 303,"8,3"
32 EL-BAYADH,355,336,21 717,"64,6",162,140,0,3 209,"23,0"
33 ILLIZI,34,17,487,"29,5",0,0,0,0,"0,0"
34 B.B.ARRERIDJ,811,811,45 142,"55,7",696,696,3 865,1 277,"7,4"
35 BOUMERDES,518,462,64 680,"140,0",29,28,0,140,"5,0"
36 EL-TARF,237,201,13 900,"69,3",37,18,110,0,"6,1"
37 TINDOUF,0,0,0,"0,0",0,0,0,0,"0,0"
38 TISSEMSILT,598,598,14 950,"25,0",2 552,2 552,0,26 796,"10,5"
39 EL-OUED,207,200,12 000,"60,0",0,0,0,0,"0,0"
40 KHENCHELA,2 648,2 171,84 307,"38,8",182,144,91,2 179,"15,8"
41 SOUK-AHRAS,498,494,32 045,"64,9",749,738,29 398,0,"39,8"
42 TIPAZA,1 257,1 224,107 910,"88,2",1 184,1 157,5 555,12 080,"15,2"
43 MILA,226,214,10 600,"49,5",674,648,0,24 592,"38,0"
44 AIN-DEFLA,1 045,1 045,31 400,"30,0",5 025,3 037,36 000,9 550,"15,0"
45 NAAMA,859,495,21 498,"43,4",150,106,0,538,"5,1"
46 A.TEMOUCHENT,506,506,20 240,"40,0",2 306,2 306,0,23 000,"10,0"
47 GHARDAIA,168,140,11 060,"79,0",126,0,0,0,"0,0"
48 RELIZANE,743,740,59 725,"80,8",937,910,2 395,31 110,"36,8"
TOTAL ALGERIE,44 307,38 324,2 568 901,"67,0",49 983,39 686,196 275,464 671,"16,7"
