0,1,2,3,4,5,6,7,8
"Direction des Systèmes d'Information, des Statistiques et de la Prospective",,,,,,,,SERIE B 2018
VIII-ANIMAUX D'ELEVAGE (3/4),,,,,,,,
,,,E S P E C E  C A P R I N E,,,,ESPECE  CAMELINE,
WILAYA,Chèvres,Boucs,Chevreaux,Chevrettes,TOTAL,CHAMELLES,AUTRES,TOTAL
1 ADRAR,63 941,34 250,35 256,32 630,166 077,22 281,34 321,56 602
2 CHLEF,30 000,5 797,13 551,15 242,64 590,0,0,0
3 LAGHOUAT,121 515,9 153,47 973,62 393,241 034,2 183,600,2 783
4 O.E.BOUAGHI,52 000,2 672,12 436,13 142,80 250,0,0,0
5 BATNA,149 785,10 261,50 726,60 082,270 854,29,21,50
6 BEJAIA,22 700,979,7 302,7 519,38 500,0,0,0
7 BISKRA,309 100,15 090,56 603,117 707,498 500,2 593,2 592,5 185
8 BECHAR,57 190,5 156,8 046,8 272,78 664,26 997,6 996,33 993
9 BLIDA,2 810,894,1 014,1 022,5 740,0,0,0
10 BOUIRA,7 102,1 752,2 894,2 954,14 702,0,0,0
11 TAMANRASSET,38 918,10 240,20 482,19 460,89 100,50 536,34 365,84 901
12 TEBESSA,100 600,5 920,30 480,35 000,172 000,1 090,380,1 470
13 TLEMCEN,28 200,3 125,6 395,7 280,45 000,0,0,0
14 TIARET,109 454,9 756,29 223,35 198,183 631,80,40,120
15 TIZI-OUZOU,18 688,2 946,8 470,8 725,38 829,0,0,0
16 ALGER,1 114,359,403,595,2 471,0,0,0
17 DJELFA,263 100,8 870,67 170,45 060,384 200,2 160,610,2 770
18 JIJEL,17 394,3 670,6 459,6 083,33 606,0,0,0
19 SETIF,40 249,3 445,10 851,14 179,68 724,0,0,0
20 SAIDA,32 640,4 760,15 860,20 440,73 700,0,0,0
21 SKIKDA,84 832,7 281,16 087,20 370,128 570,0,0,0
22 S.B.ABBES,12 900,3 028,4 777,5 395,26 100,0,0,0
23 ANNABA,7 142,2 659,3 069,2 949,15 819,0,0,0
24 GUELMA,45 339,2 059,11 140,12 066,70 604,0,0,0
25 CONSTANTINE,5 681,463,2 354,2 273,10 771,0,0,0
26 MEDEA,40 554,10 553,15 122,17 420,83 649,34,31,65
27 MOSTAGANEM,15 381,1 101,2 945,4 664,24 091,0,0,0
28 M'SILA,82 000,3 700,18 500,23 800,128 000,1 155,205,1 360
29 MASCARA,30 350,2 650,10 500,16 500,60 000,0,0,0
30 OUARGLA,107 272,15 609,46 264,44 403,213 548,28 161,13 410,41 571
31 ORAN,9 965,808,2 549,2 911,16 233,0,0,0
32 EL-BAYADH,157 960,11 330,31 585,24 125,225 000,12 370,3 730,16 100
33 ILLIZI,19 546,19 401,1 928,2 918,43 793,15 383,23 180,38 563
34 B.B.ARRERIDJ,22 432,2 911,8 277,12 305,45 925,0,0,0
35 BOUMERDES,2 162,713,852,877,4 604,0,0,0
36 EL-TARF,19 585,2 425,5 777,5 853,33 640,0,0,0
37 TINDOUF,45 667,5 708,13 047,17 126,81 548,44 650,19 135,63 785
38 TISSEMSILT,38 971,2 448,3 385,7 196,52 000,0,0,0
39 EL-OUED,287 000,11 480,79 007,118 513,496 000,34 000,21 000,55 000
40 KHENCHELA,54 824,2 782,5 802,9 769,73 177,402,50,452
41 SOUK-AHRAS,49 650,4 029,22 731,26 529,102 939,0,0,0
42 TIPAZA,5 953,1 788,1 600,2 174,11 515,0,0,0
43 MILA,17 285,4 276,6 954,6 447,34 962,0,0,0
44 AIN-DEFLA,21 030,4 559,7 698,8 895,42 182,1,0,1
45 NAAMA,70 281,1 399,10 295,11 730,93 705,748,352,1 100
46 A.TEMOUCHENT,9 747,1 332,2 617,2 783,16 479,0,0,0
47 GHARDAIA,94 000,9 850,24 435,30 715,159 000,5 550,5 900,11 450
48 RELIZANE,32 318,6 897,12 207,13 037,64 459,1,0,1
TOTAL ALGERIE,2 856 327,282 334,803 098,966 726,4 908 485,250 404,166 918,417 322
