0,1,2,3,4,5,6,7,8,9,10
Direction des Systèmes d’Information des Statistiques et de la Prospective,,,,,,,,,,SERIE B 2017
III-CEREALES D'HIVER (2/3),,,,,,,,,,
WILAYA,,,ORGE,,,,,AVOINE,,
,Superficie,,Taux de,Prod.,Rdt,Superficie,,Taux de,Prod.,Rdt
,Emblavée,récoltée,Récolte,,,Emblavée,récoltée,Récolte,,
,(ha),(ha),%,(qx),(qx/ha),(ha),(ha),%,(qx),(qx/ha)
1 ADRAR,1 295,1 295,"100,0",27 928,"21,6",229,229,"100,0",4 836,"21,2"
2 CHLEF,15 913,15 861,"99,7",207 864,"13,1",2 995,2 835,"94,7",35 910,"12,7"
3 LAGHOUAT,19 416,9 106,"46,9",163 908,"18,0",476,476,"100,0",7 139,"15,0"
4 O.E.BOUAGHI,102 553,8 013,"7,8",76 000,"9,5",2 274,459,"20,2",5 000,"10,9"
5 BATNA,73 000,9 547,"13,1",101 045,"10,6",5 000,843,"16,9",12 636,"15,0"
6 BEJAIA,1 126,1 126,"100,0",12 269,"10,9",6,6,"100,0",75,"12,5"
7 BISKRA,10 780,9 240,"85,7",277 280,"30,0",100,100,"100,0",2 500,"25,0"
8 BECHAR,1 150,1 090,"94,8",32 700,"30,0",100,90,"90,0",900,"10,0"
9 BLIDA,602,584,"97,0",12 135,"20,8",20,20,"100,0",360,"18,0"
10 BOUIRA,18 227,18 226,"100,0",455 650,"25,0",1 687,1 687,"100,0",29 691,"17,6"
11 TAMANRASSET,122,89,"73,0",982,"11,0",21,25,"119,0",0,"0,0"
12 TEBESSA,96 000,45 930,"47,8",420 850,"9,2",0,0,"0,0",0,"0,0"
13 TLEMCEN,86 000,85 986,"100,0",1 031 850,"12,0",5 000,5 000,"100,0",50 000,"10,0"
14 TIARET,140 000,106 212,"75,9",1 115 200,"10,5",10 000,8 080,"80,8",80 800,"10,0"
15 TIZI-OUZOU,300,297,"99,0",5 027,"16,9",96,87,"90,6",1 568,"18,0"
16 ALGER,304,264,"86,8",4 971,"18,9",0,0,"0,0",0,"0,0"
17 DJELFA,71 200,13 420,"18,8",220 700,"16,4",1 500,840,"56,0",16 500,"19,6"
18 JIJEL,155,155,"100,0",2 316,"14,9",0,0,"0,0",0,"0,0"
19 SETIF,46 922,13 796,"29,4",104 020,"7,5",7 595,1 574,"20,7",8 020,"5,1"
20 SAIDA,41 768,35 830,"85,8",373 166,"10,4",4 494,3 793,"84,4",31 899,"8,4"
21 SKIKDA,5 654,5 603,"99,1",117 663,"21,0",737,737,"100,0",7 370,"10,0"
22 S.B.ABBES,72 600,67 537,"93,0",686 646,"10,2",8 100,6 837,"84,4",52 690,"7,7"
23 ANNABA,1 099,1 079,"98,2",34 538,"32,0",53,53,"100,0",1 490,"28,1"
24 GUELMA,9 840,8 041,"81,7",128 231,"15,9",103,103,"100,0",1 500,"14,6"
25 CONSTANTINE,6 680,6 540,"97,9",78 777,"12,0",1 070,1 040,"97,2",13 008,"12,5"
26 MEDEA,35 950,25 150,"70,0",416 179,"16,5",2 989,2 989,"100,0",35 575,"11,9"
27 MOSTAGANEM,26 771,23 641,"88,3",401 897,"17,0",1 929,1 929,"100,0",18 320,"9,5"
28 M'SILA,56 747,11 720,"20,7",200 500,"17,1",670,300,"44,8",4 900,"16,3"
29 MASCARA,64 000,51 000,"79,7",519 100,"10,2",7 000,5 460,"78,0",47 200,"8,6"
30 OUARGLA,110,110,"100,0",3 748,"34,2",15,0,"0,0",0,"0,0"
31 ORAN,40 094,34 570,"86,2",313 238,"9,1",1 151,735,"63,9",5 435,"7,4"
32 EL-BAYADH,9 596,2 004,"20,9",31 719,"15,8",299,46,"15,4",1 101,"23,9"
33 ILLIZI,12,12,"100,0",326,"27,8",2,2,"0,0",53,"26,5"
34 B.B.ARRERIDJ,13 235,743,"5,6",3 730,"5,0",590,68,"11,5",1 085,"16,0"
35 BOUMERDES,247,233,"94,3",3 728,"16,0",214,187,"87,4",2 618,"14,0"
36 EL-TARF,3 550,3 550,"100,0",56 800,"16,0",0,0,"0,0",0,"0,0"
37 TINDOUF,0,0,"0,0",0,"0,0",0,0,"0,0",0,"0,0"
38 TISSEMSILT,17 500,13 593,"77,7",171 540,"12,6",1 700,1 663,"97,8",19 033,"11,4"
39 EL-OUED,2 000,1 650,"82,5",66 000,"40,0",0,0,"0,0",0,"0,0"
40 KHENCHELA,50 700,21 149,"41,7",191 141,"9,0",100,30,"30,0",600,"20,0"
41 SOUK-AHRAS,30 000,14 382,"47,9",62 538,"4,3",2 000,358,"17,9",2 195,"6,1"
42 TIPAZA,1 793,1 710,"95,4",33 107,"19,4",60,60,"100,0",900,"15,0"
43 MILA,23 433,8 803,"37,6",110 691,"12,6",4 466,1 060,"23,7",12 804,"12,1"
44 AIN-DEFLA,17 435,16 525,"94,8",263 012,"15,9",1 620,1 453,"89,7",20 000,"13,8"
45 NAAMA,1 645,1 645,"100,0",22 235,"13,5",166,166,"0,0",1 751,"10,5"
46 A.TEMOUCHENT,48 100,45 628,"94,9",723 720,"15,9",3 280,2 710,"82,6",32 370,"11,9"
47 GHARDAIA,380,380,"100,0",13 588,"35,8",0,0,"0,0",0,"0,0"
48 RELIZANE,37 148,30 001,"80,8",396 713,"13,2",7 909,6 399,"80,9",70 344,"11,0"
TOTAL ALGERIE,1 303 149,773 063,"59,3",9 696 964,"12,5",87 816,60 529,"68,9",640 175,"10,6"
