0,1,2,3,4,5,6,7,8,9,10
17 DJELFA,9 913,4 990,"50,3",121 330,"24,3",155,85,"54,8",2 970,"34,9"
18 JIJEL,765,765,"100,0",18 160,"23,7",0,0,"0,0",0,"0,0"
19 SETIF,127 416,127 286,"99,9",2 458 253,"19,3",16 613,16 595,"99,9",291 051,"17,5"
20 SAIDA,32 338,32 338,"100,0",658 410,"20,4",41 024,41 024,"100,0",750 736,"18,3"
21 SKIKDA,26 550,26 497,"99,8",583 341,"22,0",3 122,3 122,"100,0",67 986,"21,8"
22 S.B.ABBES,38 771,38 667,"99,7",620 048,"16,0",55 084,49 925,"90,6",424 575,"8,5"
23 ANNABA,12 835,12 825,"99,9",390 863,"0,1",1 137,1 137,"100,0",36 040,"31,7"
24 GUELMA,66 035,65 538,"99,2",2 149 081,"32,8",10 963,10 924,"99,6",422 596,"38,7"
25 CONSTANTINE,54 097,53 897,"99,6",1 907 808,"35,4",19 353,19 248,"99,5",704 059,"36,6"
26 MEDEA,69 394,65 004,"93,7",1 401 337,"21,6",9 990,9 768,"97,8",198 961,"20,4"
27 MOSTAGANEM,6 106,6 106,"100,0",152 792,"25,0",13 437,13 437,"100,0",321 949,"24,0"
28 M'SILA,10 020,6 600,"65,9",157 000,"23,8",1 110,640,"57,7",15 670,"24,5"
29 MASCARA,42 500,42 466,"99,9",637 000,"15,0",21 600,21 581,"99,9",302 100,"14,0"
30 OUARGLA,2 002,1 969,"98,4",72 023,"36,6",313,313,"100,0",6 672,"21,3"
31 ORAN,9 957,9 955,"100,0",217 316,"21,8",2 724,2 724,"100,0",63 476,"23,3"
32 EL-BAYADH,1 778,1 397,"78,6",35 210,"25,2",820,290,"35,4",8 000,"27,6"
33 ILLIZI,6,6,"100,0",174,"27,3",24,24,"100,0",680,"28,1"
34 B.B.ARRERIDJ,59 097,58 991,"99,8",787 730,"13,4",6 183,6 183,"100,0",86 840,"14,0"
35 BOUMERDES,3 622,3 591,"99,1",92 248,"25,7",653,653,"100,0",16 528,"25,3"
36 EL-TARF,22 338,21 247,"95,1",488 681,"23,0",1 000,1 000,"100,0",18 000,"18,0"
37 TINDOUF,0,0,"0,0",0,"0,0",0,0,"0,0",0,"0,0"
38 TISSEMSILT,56 640,56 274,"99,4",1 046 096,"18,6",4 500,4 488,"99,7",86 604,"19,3"
39 EL-OUED,10 401,9 937,"95,5",270 000,"27,2",0,0,"0,0",0,"0,0"
40 KHENCHELA,54 815,40 520,"73,9",574 450,"14,2",7 834,6 300,"80,4",115 000,"18,3"
41 SOUK-AHRAS,78 422,78 241,"99,8",1 018 962,"13,0",30 550,30 524,"99,9",330 000,"10,8"
42 TIPAZA,13 915,13 500,"97,0",346 873,"25,7",2 000,1 823,"91,2",54 281,"29,8"
43 MILA,65 295,64 971,"99,5",1 968 262,"30,3",17 449,17 383,"99,6",486 820,"28,0"
44 AIN-DEFLA,55 556,55 151,"99,3",1 527 458,"27,7",1 753,1 753,"100,0",54 000,"30,8"
45 NAAMA,125,110,"88,0",1 609,"14,6",22,22,"100,0",265,"12,0"
46 A.TEMOUCHENT,51 400,51 200,"99,6",1 172 100,"22,9",14 050,13 979,"99,5",288 000,"20,6"
47 GHARDAIA,4 533,4 533,"100,0",196 752,"43,4",0,0,"0,0",0,"0,0"
48 RELIZANE,78 927,78 812,"99,9",1 442 279,"18,3",22 923,22 920,"100,0",379 266,"16,5"
TOTAL ALGERIE,1 606 321,1 492 546,"92,9",31 780 207,"21,3",480 891,455 856,"94,8",8 031 984,"17,6"
