0,1,2,3,4,5,6,7,8
"Direction des Systèmes d'Information, des Statistiques et de la Prospective",,,,,,,,SERIE B 2019
V)-  AGRUMES  (1/3),,,,,,,,
,,ORANGERS,,,,CLEMENTINIERS,,
WILAYA,Sup.compl.,Sup.en rap.,Production,Rdt,Sup.compl.,Sup.en rap.,Production,Rdt
,ha,ha,qx,qx/ha,ha,ha,qx,qx/ha
1 ADRAR,0,0,0,0,0,0,0,0
2 CHLEF,5 406,4 928,1 430 755,"290,3",807,601,136 100,"226,5"
3 LAGHOUAT,2,2,110,"55,0",0,0,0,0
4 O.E.BOUAGHI,0,0,0,0,0,0,0,0
5 BATNA,0,0,0,0,0,0,0,0
6 BEJAIA,1 624,1 453,286 014,"196,8",357,337,57 969,"172,3"
7 BISKRA,10,10,0,"0,0",0,0,0,0
8 BECHAR,17,13,1 898,"146,0",2,2,280,"140,0"
9 BLIDA,12 168,11 779,3 046 682,"258,7",4 595,3 669,869 733,"237,0"
10 BOUIRA,384,322,46 665,"145,0",43,31,2 185,"71,6"
11 TAMANRASSET,23,20,849,"43,5",13,11,432,"39,0"
12 TEBESSA,0,0,0,0,0,0,0,0
13 TLEMCEN,2 398,2 101,658 080,"313,2",350,320,57 600,"180,0"
14 TIARET,0,0,0,0,0,0,0,0
15 TIZI-OUZOU,1 319,1 215,481 450,"396,3",122,95,30 300,"319,8"
16 ALGER,4 203,3 760,817 150,"217,3",901,688,130 440,"189,6"
17 DJELFA,0,0,0,0,0,0,0,0
18 JIJEL,320,226,57 722,"255,5",94,63,12 639,"202,2"
19 SETIF,0,0,0,0,0,0,0,0
20 SAIDA,0,0,0,0,0,0,0,0
21 SKIKDA,1 968,1 603,439 264,"274,0",581,520,64 958,"125,0"
22 S.B.ABBES,0,0,0,0,,,,0
23 ANNABA,395,263,56 310,"214,3",127,97,20 000,"205,7"
24 GUELMA,653,548,111 004,"202,5",93,41,8 450,"208,6"
25 CONSTANTINE,10,10,1 470,"150,0",0,0,0,0
26 MEDEA,22,22,2 850,"131,0",0,0,0,0
27 MOSTAGANEM,4 149,3 634,1 067 750,"293,8",696,670,191 640,"286,0"
28 M'SILA,0,0,0,0,0,0,0,0
29 MASCARA,3 453,2 854,623 950,"218,6",1 908,1 575,294 850,"187,2"
30 OUARGLA,23,12,1 975,"168,0",7,4,315,"87,5"
31 ORAN,167,104,13 319,"128,3",129,95,13 030,"137,9"
32 EL-BAYADH,0,0,0,0,0,0,0,0
33 ILLIZI,57,25,1 765,"70,6",5,3,208,"69,4"
34 B.B.ARRERIDJ,9,6,630,"114,5",0,0,0,0
35 BOUMERDES,1 822,1 551,360 082,"232,1",283,210,37 413,"178,0"
36 EL-TARF,1 660,1 372,343 960,"250,7",482,304,68 810,"226,7"
37 TINDOUF,0,0,0,0,0,0,0,0
38 TISSEMSILT,0,0,0,0,0,0,0,0
39 EL-OUED,10,10,200,"20,0",0,0,0,0
40 KHENCHELA,0,0,0,0,0,0,0,0
41 SOUK-AHRAS,8,8,980,"122,5",0,0,0,0
42 TIPAZA,3 436,2 980,943 407,"316,6",1 018,658,188 858,"287,2"
43 MILA,7,3,110,"44,0",0,0,0,0
44 AIN-DEFLA,1 395,1 193,231 053,"193,7",435,165,18 180,"110,0"
45 NAAMA,1,1,50,"50,0",0,0,0,0
46 A.TEMOUCHENT,410,287,30 675,"106,8",58,42,5 275,"127,1"
47 GHARDAIA,699,403,43 560,"108,1",80,52,5 600,"107,7"
48 RELIZANE,3 503,3 366,893 614,"265,5",1 147,1 105,272 575,"246,7"
TOTAL ALGERIE,51 729,46 081,11 995 351,"260,3",14 330,11 354,2 487 839,"219,1"
